scenario_name,parameters_json,result_json
Demand +20% (store 108),"{""name"": ""Demand +20%"", ""demand_multiplier"": 1.2, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 4380.0, ""expected_total_cost"": 36842.27, ""expected_holding_cost"": 1.9, ""expected_stockout_cost"": 51.69, ""procurement_cost"": 36788.68, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 2300.0, ""recommended_order_qty_pct_change"": 110.6, ""expected_total_cost"": 19327.2, ""expected_total_cost_pct_change"": 110.3, ""expected_holding_cost"": 0.32, ""expected_holding_cost_pct_change"": 20.3, ""expected_stockout_cost"": 8.63, ""expected_stockout_cost_pct_change"": 20.0, ""procurement_cost"": 19318.26, ""procurement_cost_pct_change"": 110.6, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": 0.0, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Demand -15% (store 108),"{""name"": ""Demand -15%"", ""demand_multiplier"": 0.85, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 360.0, ""expected_total_cost"": 3059.09, ""expected_holding_cost"": 1.37, ""expected_stockout_cost"": 33.99, ""procurement_cost"": 3023.73, ""stockout_probability_pct"": 4.5, ""achieved_service_level_pct"": 95.5, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": -1720.0, ""recommended_order_qty_pct_change"": -82.7, ""expected_total_cost"": -14455.98, ""expected_total_cost_pct_change"": -82.5, ""expected_holding_cost"": -0.21, ""expected_holding_cost_pct_change"": -13.3, ""expected_stockout_cost"": -9.07, ""expected_stockout_cost_pct_change"": -21.1, ""procurement_cost"": -14446.69, ""procurement_cost_pct_change"": -82.7, ""stockout_probability_pct"": -0.3, ""stockout_probability_pct_pct_change"": -6.2, ""achieved_service_level_pct"": 0.3, ""achieved_service_level_pct_pct_change"": 0.3}}"
Lead time 7 -> 14 days (store 108),"{""name"": ""Lead time 7 -> 14 days"", ""demand_multiplier"": 1.0, ""lead_time_override"": 14.0, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 5790.0, ""expected_total_cost"": 48689.27, ""expected_holding_cost"": 1.85, ""expected_stockout_cost"": 55.81, ""procurement_cost"": 48631.61, ""stockout_probability_pct"": 4.92, ""achieved_service_level_pct"": 95.08, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 3710.0, ""recommended_order_qty_pct_change"": 178.4, ""expected_total_cost"": 31174.2, ""expected_total_cost_pct_change"": 178.0, ""expected_holding_cost"": 0.27, ""expected_holding_cost_pct_change"": 17.1, ""expected_stockout_cost"": 12.75, ""expected_stockout_cost_pct_change"": 29.6, ""procurement_cost"": 31161.19, ""procurement_cost_pct_change"": 178.4, ""stockout_probability_pct"": 0.12, ""stockout_probability_pct_pct_change"": 2.5, ""achieved_service_level_pct"": -0.12, ""achieved_service_level_pct_pct_change"": -0.1}}"
Budget -15% (store 108),"{""name"": ""Budget -15%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": 0.85, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": 0.0, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": 0.0, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": 0.0, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": 0.0, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Budget -20% (store 108),"{""name"": ""Budget -20%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": 0.8, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": 0.0, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": 0.0, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": 0.0, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": 0.0, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Warehouse capacity +25% (store 108),"{""name"": ""Warehouse capacity +25%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": 1.25, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": 0.0, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": 0.0, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": 0.0, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": 0.0, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
"2-week promotion, +30% uplift (store 108)","{""name"": ""2-week promotion, +30% uplift"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 30.0, ""promo_duration_days"": 14}","{""baseline"": {""recommended_order_qty"": 2080.0, ""expected_total_cost"": 17515.07, ""expected_holding_cost"": 1.58, ""expected_stockout_cost"": 43.06, ""procurement_cost"": 17470.42, ""stockout_probability_pct"": 4.8, ""achieved_service_level_pct"": 95.2, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 5240.0, ""expected_total_cost"": 44068.03, ""expected_holding_cost"": 2.04, ""expected_stockout_cost"": 53.96, ""procurement_cost"": 44012.03, ""stockout_probability_pct"": 4.54, ""achieved_service_level_pct"": 95.46, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 3160.0, ""recommended_order_qty_pct_change"": 151.9, ""expected_total_cost"": 26552.96, ""expected_total_cost_pct_change"": 151.6, ""expected_holding_cost"": 0.46, ""expected_holding_cost_pct_change"": 29.1, ""expected_stockout_cost"": 10.9, ""expected_stockout_cost_pct_change"": 25.3, ""procurement_cost"": 26541.61, ""procurement_cost_pct_change"": 151.9, ""stockout_probability_pct"": -0.26, ""stockout_probability_pct_pct_change"": -5.4, ""achieved_service_level_pct"": 0.26, ""achieved_service_level_pct_pct_change"": 0.3}}"
Demand +20% (store 122),"{""name"": ""Demand +20%"", ""demand_multiplier"": 1.2, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 6240.0, ""expected_total_cost"": 32863.74, ""expected_holding_cost"": 2.57, ""expected_stockout_cost"": 69.42, ""procurement_cost"": 32791.75, ""stockout_probability_pct"": 5.0, ""achieved_service_level_pct"": 95.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 2750.0, ""recommended_order_qty_pct_change"": 78.8, ""expected_total_cost"": 14464.62, ""expected_total_cost_pct_change"": 78.6, ""expected_holding_cost"": 0.42, ""expected_holding_cost_pct_change"": 19.5, ""expected_stockout_cost"": 12.71, ""expected_stockout_cost_pct_change"": 22.4, ""procurement_cost"": 14451.49, ""procurement_cost_pct_change"": 78.8, ""stockout_probability_pct"": 0.04, ""stockout_probability_pct_pct_change"": 0.8, ""achieved_service_level_pct"": -0.04, ""achieved_service_level_pct_pct_change"": -0.0}}"
Demand -15% (store 122),"{""name"": ""Demand -15%"", ""demand_multiplier"": 0.85, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 1430.0, ""expected_total_cost"": 7562.99, ""expected_holding_cost"": 1.85, ""expected_stockout_cost"": 46.37, ""procurement_cost"": 7514.78, ""stockout_probability_pct"": 4.68, ""achieved_service_level_pct"": 95.32, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": -2060.0, ""recommended_order_qty_pct_change"": -59.0, ""expected_total_cost"": -10836.13, ""expected_total_cost_pct_change"": -58.9, ""expected_holding_cost"": -0.3, ""expected_holding_cost_pct_change"": -14.0, ""expected_stockout_cost"": -10.34, ""expected_stockout_cost_pct_change"": -18.2, ""procurement_cost"": -10825.48, ""procurement_cost_pct_change"": -59.0, ""stockout_probability_pct"": -0.28, ""stockout_probability_pct_pct_change"": -5.6, ""achieved_service_level_pct"": 0.28, ""achieved_service_level_pct_pct_change"": 0.3}}"
Lead time 7 -> 14 days (store 122),"{""name"": ""Lead time 7 -> 14 days"", ""demand_multiplier"": 1.0, ""lead_time_override"": 14.0, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 11120.0, ""expected_total_cost"": 58521.86, ""expected_holding_cost"": 2.73, ""expected_stockout_cost"": 82.56, ""procurement_cost"": 58436.58, ""stockout_probability_pct"": 4.9, ""achieved_service_level_pct"": 95.1, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 7630.0, ""recommended_order_qty_pct_change"": 218.6, ""expected_total_cost"": 40122.74, ""expected_total_cost_pct_change"": 218.1, ""expected_holding_cost"": 0.58, ""expected_holding_cost_pct_change"": 27.0, ""expected_stockout_cost"": 25.85, ""expected_stockout_cost_pct_change"": 45.6, ""procurement_cost"": 40096.32, ""procurement_cost_pct_change"": 218.6, ""stockout_probability_pct"": -0.06, ""stockout_probability_pct_pct_change"": -1.2, ""achieved_service_level_pct"": 0.06, ""achieved_service_level_pct_pct_change"": 0.1}}"
Budget -15% (store 122),"{""name"": ""Budget -15%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": 0.85, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": 0.0, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": 0.0, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": 0.0, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": 0.0, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Budget -20% (store 122),"{""name"": ""Budget -20%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": 0.8, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": 0.0, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": 0.0, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": 0.0, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": 0.0, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Warehouse capacity +25% (store 122),"{""name"": ""Warehouse capacity +25%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": 1.25, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": 0.0, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": 0.0, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": 0.0, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": 0.0, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
"2-week promotion, +30% uplift (store 122)","{""name"": ""2-week promotion, +30% uplift"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 30.0, ""promo_duration_days"": 14}","{""baseline"": {""recommended_order_qty"": 3490.0, ""expected_total_cost"": 18399.12, ""expected_holding_cost"": 2.15, ""expected_stockout_cost"": 56.71, ""procurement_cost"": 18340.26, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 7620.0, ""expected_total_cost"": 40120.57, ""expected_holding_cost"": 2.8, ""expected_stockout_cost"": 74.01, ""procurement_cost"": 40043.77, ""stockout_probability_pct"": 4.96, ""achieved_service_level_pct"": 95.04, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 4130.0, ""recommended_order_qty_pct_change"": 118.3, ""expected_total_cost"": 21721.45, ""expected_total_cost_pct_change"": 118.1, ""expected_holding_cost"": 0.65, ""expected_holding_cost_pct_change"": 30.2, ""expected_stockout_cost"": 17.3, ""expected_stockout_cost_pct_change"": 30.5, ""procurement_cost"": 21703.51, ""procurement_cost_pct_change"": 118.3, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": 0.0, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Demand +20% (store 126),"{""name"": ""Demand +20%"", ""demand_multiplier"": 1.2, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 5.9, ""expected_holding_cost"": 3.2, ""expected_stockout_cost"": 2.71, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.24, ""achieved_service_level_pct"": 99.76, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": -1.83, ""expected_total_cost_pct_change"": -23.7, ""expected_holding_cost"": -4.53, ""expected_holding_cost_pct_change"": -58.6, ""expected_stockout_cost"": 2.71, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.24, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": -0.24, ""achieved_service_level_pct_pct_change"": -0.2}}"
Demand -15% (store 126),"{""name"": ""Demand -15%"", ""demand_multiplier"": 0.85, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 11.13, ""expected_holding_cost"": 11.13, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 3.4, ""expected_total_cost_pct_change"": 44.0, ""expected_holding_cost"": 3.4, ""expected_holding_cost_pct_change"": 44.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Lead time 7 -> 14 days (store 126),"{""name"": ""Lead time 7 -> 14 days"", ""demand_multiplier"": 1.0, ""lead_time_override"": 14.0, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 390.0, ""expected_total_cost"": 3048.62, ""expected_holding_cost"": 1.88, ""expected_stockout_cost"": 53.25, ""procurement_cost"": 2993.49, ""stockout_probability_pct"": 4.62, ""achieved_service_level_pct"": 95.38, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 390.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 3040.89, ""expected_total_cost_pct_change"": 39338.8, ""expected_holding_cost"": -5.85, ""expected_holding_cost_pct_change"": -75.7, ""expected_stockout_cost"": 53.25, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 2993.49, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 4.62, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": -4.62, ""achieved_service_level_pct_pct_change"": -4.6}}"
Budget -15% (store 126),"{""name"": ""Budget -15%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": 0.85, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
